date,fire_detected,fire_count,max_frp,temp_max,temp_min,wind_max,precip_sum,humidity_mean
2026-06-19,1,143,431.17,23.4,14.3,9.7,0.0,58
2026-06-20,1,182,588.02,21.3,9.6,8.9,0.0,61
2026-06-21,1,160,167.33,22.7,10.1,9.9,0.0,60
2026-06-22,1,223,359.88,25.1,11.2,9.8,0.0,51
2026-06-23,1,523,584.85,26.4,12.0,10.6,0.0,45
2026-06-24,1,84,37.1,26.1,13.8,11.6,0.0,39
2026-06-25,1,45,69.69,24.8,11.6,12.2,0.0,42
2026-06-26,1,83,221.0,23.5,10.5,14.5,0.0,46
2026-06-27,1,145,127.69,19.6,10.2,12.2,0.0,58
2026-06-28,1,100,73.96,17.5,7.6,12.0,0.0,60
2026-06-29,1,59,16.47,19.5,6.6,13.2,0.0,51
2026-06-30,1,27,12.28,21.0,7.7,12.5,0.0,41
2026-07-01,1,23,22.71,21.4,9.1,12.5,0.0,43
2026-07-02,1,65,97.55,21.8,8.7,12.0,0.0,48
2026-07-03,1,55,77.81,23.7,10.8,10.9,0.0,46
2026-07-04,1,24,14.95,25.4,12.0,12.1,0.0,43
2026-07-05,1,27,33.77,25.1,14.8,12.2,1.2,42
2026-07-06,1,39,28.23,25.0,11.5,10.5,0.0,49
2026-07-07,1,64,262.3,25.6,12.3,9.1,0.0,48
2026-07-08,1,101,37.67,26.2,11.1,9.4,0.0,42
2026-07-09,1,74,57.37,27.3,11.3,10.5,0.0,34
2026-07-10,1,33,3.08,28.4,12.6,10.2,0.0,32
2026-07-11,0,0,0.0,28.8,13.3,9.9,0.0,30
2026-07-12,0,0,0.0,28.1,17.3,8.5,0.1,28
2026-07-13,0,0,0.0,26.6,16.5,11.0,2.5,51
2026-07-14,0,0,0.0,26.6,14.6,12.3,0.6,61
2026-07-15,0,0,0.0,28.1,14.7,13.4,0.0,50
2026-07-16,1,12,28.72,27.4,14.0,12.5,0.0,41
2026-07-17,1,77,61.66,27.4,12.7,12.6,0.0,35
2026-07-18,1,67,231.13,26.8,14.1,10.1,0.1,35
2026-07-19,1,86,35.83,27.2,15.0,9.3,0.0,40
2026-07-20,1,159,90.53,27.4,16.1,13.4,0.0,37
2026-07-21,1,94,142.29,26.5,16.0,10.0,0.4,48
2026-07-22,1,87,80.01,26.0,15.5,9.4,0.0,48
2026-07-23,1,95,186.17,28.3,13.9,8.6,0.0,55
2026-07-24,1,118,68.71,29.7,14.0,9.4,0.0,40
2026-07-25,1,113,199.14,28.3,15.6,11.0,0.0,42
2026-07-26,1,513,684.07,27.3,14.7,9.3,0.0,34
2026-07-27,1,369,371.46,26.7,13.3,9.7,0.0,32
2026-07-28,1,399,456.14,26.2,12.6,10.6,0.0,34
2026-07-29,1,528,488.66,26.6,12.1,12.3,0.0,32
2026-07-30,1,526,367.55,28.0,12.5,10.2,0.0,29
2026-07-31,1,385,392.01,29.9,14.2,9.9,0.0,30
2026-08-01,1,252,278.77,30.6,14.6,9.1,0.0,28
2026-08-02,1,373,219.6,30.0,15.2,11.6,0.0,26
2026-08-03,0,0,0.0,30.2,13.0,12.1,0.0,27
2026-08-04,1,219,229.29,30.2,15.2,11.5,0.0,25
2026-08-05,1,181,187.09,31.2,15.1,9.6,0.0,27
2026-08-06,1,59,227.29,31.9,16.3,9.2,0.0,28
2026-08-07,1,38,87.57,30.5,17.1,10.1,0.0,34
2026-08-08,1,147,111.63,31.4,17.5,9.2,0.0,33
2026-08-09,1,228,215.66,31.2,17.4,12.3,0.0,32
2026-08-10,1,367,392.0,30.1,16.7,13.2,0.0,31
2026-08-11,1,535,380.34,28.9,16.5,11.3,0.0,33
2026-08-12,1,331,65.52,26.7,15.9,13.0,0.7,44
2026-08-13,1,174,24.27,23.0,12.8,12.9,3.0,60
2026-08-14,1,62,48.85,22.5,11.3,10.8,1.4,65
2026-08-15,1,74,79.51,23.3,9.8,12.0,0.0,48
2026-08-16,1,119,113.86,25.9,11.0,11.0,0.0,44
2026-08-17,1,115,126.29,26.4,12.9,13.0,0.0,45
2026-08-18,1,90,52.13,27.3,13.1,9.6,0.0,42
